typeName,slot
OLD Loki Engineering - Power Core Multiplier,S
Small Projectile Burst Aerator I,R
Dread Guristas Ballistic Control System,L
Medium Hydraulic Bay Thrusters II,R
Federation Navy 350mm Railgun,H
Selynne's Modified Mega Beam Laser,H
True Sansha Heavy Energy Nosferatu,H
Coreli B-Type 5MN Microwarpdrive,M
Large Drone Scope Chip II,R
Unit D-34343's Modified Sensor Booster,M
Partial Power Plant Manager: Shield Power Relay,L
Beta Hull Mod Nanofiber Structure,L
Structure Missile Guidance Computer,M
Republic Fleet 220mm Autocannon,H
Tairei's Modified Kinetic Plating,L
Caldari Navy Large Shield Extender,M
Large Hybrid Burst Aerator II,R
Local Hull Conversion Reinforced Bulkheads I,L
Modal Neutron Particle Accelerator I,H
F-aQ Phase Code Tracking Subroutines,L
OLD Legion Electronics - Emergent Locus Analyzer,S
Heat Sink I,L
Small Warhead Calefaction Catalyst I,R
Upgraded Explosive Deflection Amplifier I,M
Prototype Precise Hexa 2500mm Repeating Cannon,H
Large Inefficient Hull Repair Unit,M
10000MN Y-S8 Compact Afterburner,M
Republic Fleet Large Shield Extender,M
Capital Ionic Field Projector I,R
800mm Heavy Prototype Automatic Cannon,H
Explosive Deflection Amplifier I,M
Adaptive Nano Plating I,L
Medium Ionic Field Projector II,R
Capital Low Friction Nozzle Joints I,R
Dread Guristas Rapid Light Missile Launcher,H
Conjunctive Magnetometric ECCM Scanning Array I,M
Large Rocket Fuel Cache Partition I,R
'Bootleg' Remote Sensor Booster,M
CONCORD Armor EM Hardener,L
Fourier Compact Tracking Enhancer,L
Small Low Friction Nozzle Joints II,R
5MN Y-T8 Compact Microwarpdrive,M
ORE Ice Harvester,H
Projectile Cache Distributor II,R
Type-D Restrained Overdrive Injector,L
Imperial Navy Small Focused Beam Laser,H
F-43 Repetitive Multi-Frequency Backup Sensors,L
Tuvan's Modified Armor EM Hardener,L
Proteus Core - Electronic Efficiency Gate,S
Legion Offensive - Liquid Crystal Magnifiers,S
Ion Blaster Cannon I,H
Standup Weapon Disruptor I,M
Deep Core Mining Laser I,H
Small Processor Overclocking Unit II,R
Gauss Field Balancer I,L
Upgraded Armor Kinetic Hardener I,L
Small Powergrid Subroutine Maximizer I,R
Tuvan's Modified Damage Control,L
Marked Modified SS Overdrive Injector,L
Pithum A-Type Explosive Deflection Amplifier,M
Tairei's Modified Heat Sink,L
Small Salvage Tackle II,R
Raysere's Modified Cap Recharger,M
Ahremen's Modified EM Plating,L
Republic Fleet Warp Disruptor,M
True Sansha Adaptive Nano Plating,L
Unit F-435454's Modified Fighter Support Unit,H
Tairei's Modified Armor EM Hardener,L
Gravimetric Backup Array I,L
Tairei's Modified Armor Thermal Hardener,L
Dark Blood EM Plating,L
CONCORD Micro Shield Extender,M
Hakim's Modified Large Proton Smartbomb,H
Linked Enduring Remote Sensor Booster,M
Setele's Modified 425mm Railgun,H
Modal Mega Electron Particle Accelerator I,H
Small YF-12a Smartbomb,H
Federation Navy Drone Damage Amplifier,L
Shadow Serpentis Large Plasma Smartbomb,H
Countermeasure Launcher I,M
Legion Gravimetric ECM,M
'Monopoly' Magnetic Field Stabilizer,L
ECCM Projector II,M
Syndicate 1600mm Steel Plates,L
Large Ionic Field Projector I,R
Damage Control I,L
Medium Ancillary Current Router I,R
Partial Hull Conversion Nanofiber Structure,L
Large Drone Scope Chip I,R
Small Warhead Flare Catalyst II,R
Capital Signal Focusing Kit II,R
Medium Anti-EM Screen Reinforcer II,R
Loki Propulsion - Interdiction Nullifier,S
Drone Damage Amplifier I,L
Medium Powergrid Subroutine Maximizer I,R
Magnetic Vortex Stabilizer,L
Medium Higgs Anchor I,R
'Basic' Expanded Cargohold,L
Local Power Plant Manager: Capacitor Flux I,L
'Investor' Tracking Disruptor I,M
Capital Salvage Tackle II,R
Cetus Scoped Burst Jammer,M
Centii A-Type Small Remote Armor Repairer,H
Dark Blood Capital Energy Nosferatu,H
Small Anti-EM Pump II,R
Experimental Thermal Plating I,L
Multi Sensor Backup Array II,L
'Beatnik' Small Remote Armor Repairer,H
Selynne's Modified Dual Heavy Beam Laser,H
Imperial Navy Small Capacitor Booster,M
Type-D Power Core Modification: Diagnostic System,L
Large Memetic Algorithm Bank II,R
Standup M-Set Advanced Component Manufacturing Time Efficiency I,R
Small Projectile Collision Accelerator II,R
Republic Fleet 800mm Repeating Cannon,H
Chelm's Modified Power Diagnostic System,L
Kaikka's Modified Rapid Heavy Missile Launcher,H
650mm Artillery Cannon II,H
Small Focused Modulated Energy Beam I,H
Polarized 200mm AutoCannon,H
Heavy Modulated Energy Beam I,H
Small Clarity Ward Booster I,M
Small Energy Neutralizer I,H
Domination Micro Proton Smartbomb,H
Capital Tracking Diagnostic Subroutines II,R
Limited Jump Drive Economizer,L
Small Command Processor I,R
'Micro' Remote Shield Booster,H
X-Large Asymmetric Remote Shield Booster,H
Legion Offensive - Support Processor,S
Small Core Defense Capacitor Safeguard II,R
Ligature Integrated Analyzer,M
Basic Energized Kinetic Membrane,L
Kaikka's Modified 425mm Railgun,H
Small Algid Hybrid Administrations Unit II,R
Alumel Radar ECCM Sensor Array I,M
Federation Navy Energized EM Membrane,L
Federation Navy 200mm Steel Plates,L
'Carpo' Mining Laser Upgrade,L
Domination Small Armor Repairer,L
1MN Analog Booster Afterburner,M
F-90 Compact Sensor Booster,M
Large Energy Locus Coordinator I,R
Brynn's Modified Energized Adaptive Nano Membrane,L
Thermal Dissipation Field I,M
Medium Shield Booster II,M
Republic Fleet 5MN Microwarpdrive,M
425mm Railgun I,H
Standup M-Set Basic Capital Component Manufacturing Material Efficiency I,R
'Accord' Core Compensation,L
1200mm Heavy Prototype Artillery,H
250mm Railgun I,H
Energized Explosive Membrane II,L
Vizan's Modified Reactor Control Unit,L
Limited Expanded 'Archiver' Cargo,L
Ahremen's Modified Kinetic Plating,L
Standup L-Set ME Research Optimization II,R
Unit P-343554's Modified Burst Jammer,M
Medium Projectile Collision Accelerator II,R
Capital Ancillary Armor Repairer,L
Selynne's Modified Energized Adaptive Nano Membrane,L
Entosis Link I,H
Vepas's Modified Adaptive Invulnerability Field,M
E5 Prototype Energy Vampire,H
Capital Drone Durability Enhancer I,R
Light Neutron Blaster I,H
Limited Armor Kinetic Hardener I,L
Ammatar Navy Micro Capacitor Booster,M
Dark Blood Small Focused Pulse Laser,H
Large Tech I Ship Research I,R
True Sansha Small Energy Neutralizer,H
Standup M-Set Invention Cost Optimization I,R
Ample Gallium Quad 800mm Repeating Cannon,H
Corpii C-Type EM Plating,L
Suppressed Targeting System I,M
Ammatar Navy Large EMP Smartbomb,H
Imperial Navy Mega Pulse Laser,H
Dual Modal Pulse Laser I,H
Capital Tractor Beam II,H
Micro Plasma Smartbomb I,H
Large Gravity Capacitor Upgrade II,R
Medium Ionic Field Projector I,R
Khanid Navy Energized Kinetic Membrane,L
Unit D-34343's Modified Damage Control,L
Standup M-Set Basic Large Ship Manufacturing Time Efficiency II,R
Modal Light Neutron Particle Accelerator I,H
Tairei's Modified Dual Heavy Pulse Laser,H
Superweapon_AOEGuide,H
ML-3 Scoped Survey Scanner,M
Interdiction Sphere Launcher I,H
Republic Fleet Target Painter,M
Caldari Navy Torpedo Launcher,H
Small Hybrid Collision Accelerator I,R
Pithum B-Type Explosive Deflection Amplifier,M
Medium Warhead Calefaction Catalyst I,R
Shadow Serpentis Light Neutron Blaster,H
Photonic CPU Enhancer I,L
Basic RADAR Backup Array,L
250mm Light 'Jolt' Artillery I,H
Draclira's Modified Armor Explosive Hardener,L
Energy Neutralization Burst Projector,H
Republic Fleet Micro Proton Smartbomb,H
Shadow Serpentis Reactor Control Unit,L
Medium Energy Ambit Extension I,R
Large Core Defense Field Purger II,R
Corpii B-Type Adaptive Nano Plating,L
Ammatar Navy Dual Heavy Beam Laser,H
Upgraded Thermal Plating I,L
Small 'Regard' Remote Capacitor Transmitter,H
Federation Navy Heavy Neutron Blaster,H
425mm AutoCannon II,H
Medium Ancillary Remote Armor Repairer,H
Khanid Navy Armor Explosive Hardener,L
Khanid Navy Large Armor Repairer,L
Heavy Neutron Blaster II,H
True Sansha Kinetic Plating,L
Tuvan's Modified Sensor Booster,M
True Sansha Dual Light Pulse Laser,H
Standup M-Set Missile Precision II,R
Small Anti-Explosive Screen Reinforcer II,R
Ion Siege Blaster II,H
CONCORD Dual 1000mm Railgun,H
Republic Fleet Warp Scrambler,M
Small 'Integrative' Hull Repair Unit,M
Medium Asymmetric Enduring Remote Shield Booster,H
Heavy Brief Capacitor Overcharge I,M
Cormack's Modified Armor Explosive Hardener,L
Shadow Serpentis 125mm Railgun,H
Marked Generator Refitting: Shield Power Relay,L
Pithum B-Type Thermal Dissipation Amplifier,M
OLD Tengu Engineering - Power Core Multiplier,S
Armor Explosive Hardener I,L
125mm Gatling AutoCannon II,H
OLD Legion Defensive - Adaptive Augmenter,S
Domination 500MN Microwarpdrive,M
200mm Reinforced Titanium Plates I,L
Centum A-Type Energized Thermal Membrane,L
Small Diminishing Power System Drain I,H
Medium EMP Smartbomb II,H
X-Large S95a Remote Shield Booster,H
Dual 425mm AutoCannon I,H
Gistum C-Type 50MN Microwarpdrive,M
Centus X-Type Large Armor Repairer,L
EP-R Argon Ion Basic Excavation Pulse,H
Domination Kinetic Deflection Field,M
Kaikka's Modified Kinetic Deflection Amplifier,M
Federation Navy Medium Armor Repairer,L
Republic Fleet 150mm Autocannon,H
Capital Particle Dispersion Augmentor I,R
Large Anti-EM Screen Reinforcer I,R
Hakim's Modified Rapid Heavy Missile Launcher,H
Large Processor Overclocking Unit II,R
650mm Medium Carbine Howitzer I,H
Mega Afocal Pulse Maser I,H
Sleeper Data Analyzer I,M
Shadow Serpentis Energized Adaptive Nano Membrane,L
Dread Guristas XL Torpedo Launcher,H
Dread Guristas Capital Flex Shield Hardener,M
5a Prototype Shield Support I,M
Faint Phase Inversion ECM I,M
Emergency Multi-Frequency Scanners,L
Republic Fleet Medium Shield Booster,M
425mm Medium 'Scout' Autocannon I,H
Shield Command Burst I,H
Brokara's Modified Large EMP Smartbomb,H
Ammatar Navy Heavy Pulse Laser,H
Small Drone Control Range Augmentor II,R
Capital Capacitor Booster I,M
Medium Hull Repairer I,M
Legion Multispectral ECM,M
Capacitor Flux Coil I,L
Corpus B-Type Large Armor Repairer,L
Corpus B-Type Heavy Energy Nosferatu,H
Mizuro's Modified Large Proton Smartbomb,H
Draclira's Modified Explosive Plating,L
Medium Projectile Ambit Extension I,R
Linear Flux Stabilizer I,L
Domination Target Painter,M
'Racket' Light Neutron Blaster I,H
Standup L-Set Basic Medium Ship Manufacturing Efficiency II,R
Imperial Navy Medium Energy Neutralizer,H
Republic Fleet Light Missile Launcher,H
'Prayer' Remote Tracking Computer,M
Initiated Compact Warp Scrambler,M
Tracking Computer I,M
Limited Light Ion Blaster I,H
Dread Guristas 425mm Railgun,H
CONCORD Medium Shield Extender,M
Prototype 'Arbalest' Torpedo Launcher,H
Medium Drone Scope Chip II,R
CONCORD Dual Giga Beam Laser,H
Prototype Thermal Plating I,L
Large Anti-Thermal Pump I,R
Capital Projectile Ambit Extension II,R
Medium Egress Port Maximizer II,R
Standup M-Set Advanced Medium Ship Manufacturing Time Efficiency I,R
Large Bay Loading Accelerator II,R
Medium Targeting Systems Stabilizer I,R
CONCORD Large Shield Extender,M
Imperial Navy Heat Sink,L
Chelm's Modified Capacitor Power Relay,L
Industrial Core II,H
Secure Ladar Backup Cluster I,L
Dark Blood Energized EM Membrane,L
Type-E Power Core Modification: Diagnostic System,L
Khanid Navy Armor EM Hardener,L
Pulse Activated Nexus Invulnerability Core,H
Dark Blood Tracking Disruptor,M
Heat Sink II,L
Warp Disruption Field Generator I,H
ECM Jammer Burst Projector,H
Capital Drone Scope Chip II,R
Corpus X-Type Armor Thermal Hardener,L
Vizan's Modified Explosive Plating,L
Dual Diode Mining Laser I,H
Small Anti-EM Screen Reinforcer I,R
Gist C-Type 500MN Microwarpdrive,M
Polarized Rocket Launcher,H
'Malkuth' Rocket Launcher I,H
Shielded Magnetometric Backup Cluster I,L
Federation Navy Energized Explosive Membrane,L
Cormack's Modified Sensor Booster,M
Centus A-Type Armor EM Hardener,L
Republic Fleet 125mm Autocannon,H
Energized Kinetic Membrane I,L
Proteus Core - Augmented Fusion Reactor,S
Small Drone Durability Enhancer II,R
Sensor Strength Rig I,R
Medium Anti-EM Pump II,R
CONCORD Capital Shield Extender,M
Small Signal Disruption Amplifier I,R
Federation Navy 10MN Afterburner,M
Standup XL-Set Reprocessing Monitor I,R
5MN Digital Booster Microwarpdrive,M
200mm Light Gallium Machine Gun,H
Protected Multi-Frequency Backup Cluster I,L
Defender Launcher I,H
Shadow Serpentis Tracking Computer,M
Dual 650mm Repeating Cannon II,H
Pith B-Type Kinetic Deflection Field,M
1200mm Heavy Prototype Siege Cannon,H
Gistum C-Type Kinetic Deflection Amplifier,M
Experimental Energized Kinetic Membrane I,L
Small Focused Modal Pulse Laser I,H
Coreli B-Type Thermal Plating,L
ECCM - Radar II,M
Large Anti-Kinetic Screen Reinforcer I,R
Kaikka's Modified Ballistic Control System,L
'Libram' Data Analyzer I,M
Centum C-Type Energized Kinetic Membrane,L
Dread Guristas Capital Shield Booster,M
Domination 10MN Afterburner,M
Large Drone Control Range Augmentor II,R
220mm Medium Gallium Machine Gun,H
Mining Foreman Link - Laser Optimization II,H
OLD Loki Electronics - Emergent Locus Analyzer,S
'Plunderer' Gravimetric ECM,M
Standup M-Set Structure Manufacturing Time Efficiency II,R
Standup ASML Missile Launcher I,H
TE-2100 Ample Rapid Torpedo Launcher,H
Incremental Radar ECCM Scanning Array I,M
Large Tech I Subsystem Manufacturing II,R
Heavy Unstable Power Fluctuator I,H
Adaptive Nano Plating II,L
Warp Disruption Field Generator II,H
Large Anti-Kinetic Screen Reinforcer II,R
Small Focused Anode Particle Stream I,H
True Sansha Small Focused Beam Laser,H
Imperial Navy Adaptive Nano Plating,L
Imperial Navy Kinetic Plating,L
250mm Light Prototype Siege Cannon,H
Standup M-Set Advanced Large Ship Manufacturing Time Efficiency I,R
Tengu Defensive - Amplification Node,S
1MN Y-S8 Compact Afterburner,M
Brynn's Modified Large Plasma Smartbomb,H
Heavy Warp Scrambler I,M
‘Cold Wind’ Kinetic Reaper,H
Medium Cap Battery II,M
Centus A-Type Armor Kinetic Hardener,L
Capital Projectile Collision Accelerator II,R
Setele's Modified Power Diagnostic System,L
Hakim's Modified Thermal Dissipation Amplifier,M
Amarr Phenomena Generator,H
F-43 Repetitive Ladar Backup Sensors,L
Gallium Ample Quad 3500mm Siege Artillery,H
Scan Rangefinding Array I,M
Small Core Defense Capacitor Safeguard I,R
Pith A-Type X-Large Shield Booster,M
Micro Subordinate Screen Stabilizer I,M
Vortex Compact Magnetic Field Stabilizer,L
True Sansha Capital Shield Booster,M
Medium Anti-Kinetic Screen Reinforcer II,R
‘Jormungandr’ Explosive Reaper,H
'Crucible' Small Cap Battery,M
OLD Legion Engineering - Power Core Multiplier,S
Conjunctive Gravimetric ECCM Scanning Array I,M
Tuvan's Modified Large Armor Repairer,L
Medium Drone Scope Chip I,R
Medium Armor Repairer II,L
Hexa 2500mm Repeating Cannon II,H
Focused Afocal Pulse Maser I,H
Basic EM Ward Amplifier,M
Dark Blood Medium Energy Neutralizer,H
Medium Unstable Power Fluctuator I,H
Carbine Compact Hexa 2500mm Repeating Cannon,H
Caldari Navy Cloaking Device,H
Legion Ladar ECM,M
Centum A-Type Energized Adaptive Nano Membrane,L
Piercing ECCM Emitter I,M
Shield Command Burst II,H
Compact Carbine Quad 800mm Repeating Cannon,H
Small Core Defense Charge Economizer I,R
Alpha Hull Mod Inertial Stabilizers,L
Information Command Burst II,H
'Plough' Heavy Capacitor Booster I,M
Shadow Serpentis Remote Sensor Booster,M
Heavy Knave Scoped Energy Nosferatu,H
Reserve Ladar Scanners,L
Light Electron Blaster I,H
Dread Guristas 350mm Railgun,H
Gist B-Type EM Ward Field,M
Capital Tracking Diagnostic Subroutines I,R
Ballistic Control System II,L
Patterned Stasis Web I,M
Legion Propulsion - Wake Limiter,S
Thon's Modified Torpedo Launcher,H
QA Damage Module,L
True Sansha Capital Capacitor Booster,M
Medium Particle Dispersion Projector I,R
150mm Compressed Coil Gun I,H
Miner I,H
Capital Hyperspatial Velocity Optimizer I,R
OLD Tengu Electronics - Obfuscation Manifold,S
Shield Transporter Rig I,R
'Knight' Medium Remote Capacitor Transmitter,H
System Scanner I,M
Mizuro's Modified 500MN Microwarpdrive,M
Medium Anti-Explosive Pump II,R
Tairei's Modified Large EMP Smartbomb,H
Small Tapered Capacitor Infusion I,M
Medium Processor Overclocking Unit I,R
Coreli C-Type EM Plating,L
650mm Medium Gallium Cannon,H
Pith C-Type Large Shield Booster,M
Prototype ECCM Omni Sensor Cluster,M
Mark I Compact Reinforced Bulkheads,L
True Sansha Armor EM Hardener,L
Stasis Webification Burst Projector,H
Standup Remote Sensor Dampener I,M
Target Spectrum Breaker,M
Brynn's Modified Reactor Control Unit,L
Raysere's Modified Heavy Capacitor Booster,M
Republic Fleet 250mm Artillery,H
Corelum B-Type Energized Explosive Membrane,L
Dual Light Pulse Laser I,H
Standup XL-Set Integrated Fighter and PD Network I,R
250mm Light Carbine Howitzer I,H
400mm Steel Plates II,L
Republic Fleet Small Cap Battery,M
Micro Supplemental Barrier Emitter I,M
Small Nanobot Accelerator II,R
Medium Module Research I,R
Modal Mega Ion Particle Accelerator I,H
Large 'Accommodation' Vestment Reconstructer I,L
Unit D-34343's Modified Drone Damage Amplifier,L
Scan Rangefinding Array II,M
Federation Navy Explosive Plating,L
Gotan's Modified EM Plating,L
Lateral Gyrostabilizer,L
Proteus Defensive - Nanobot Injector,S
Basic Energized Armor Layering Membrane,L
Gist X-Type Shield Boost Amplifier,M
Core X-Type 500MN Microwarpdrive,M
Quad 3500mm Siege Artillery II,H
Domination Capital Shield Extender,M
75mm 'Scout' Accelerator Cannon,H
Ahremen's Modified Reactor Control Unit,L
Azimuth Descalloping Tracking Enhancer,L
Sealed RADAR Backup Cluster,L
Prototype Armor Kinetic Hardener I,L
Proteus Offensive - Drone Synthesis Projector,S
Vepas' Modified Multispectral ECM,M
Mizuro's Modified Explosive Plating,L
Vizan's Modified Heavy Capacitor Booster,M
Centii C-Type Thermal Plating,L
OLD Loki Propulsion - Intercalated Nanofibers,S
Type-D Restrained Inertial Stabilizers,L
Cormack's Modified 100MN Afterburner,M
10MN Monopropellant Enduring Afterburner,M
Imperial Navy 200mm Steel Plates,L
Capital Ancillary Remote Shield Booster,H
Capital Remote Shield Booster II,H
Makur's Modified Heat Sink,L
10MN Y-S8 Compact Afterburner,M
True Sansha Dual Giga Beam Laser,H
Micro Shield Extender II,M
'Chainmail' 200mm Steel Plates,L
X-Large Peroxide Capacitor Power Cell,M
Corpii B-Type Kinetic Plating,L
Federation Navy Thermal Plating,L
Limited Mega Ion Blaster I,H
Domination Quad 800mm Repeating Cannon,H
Republic Fleet Kinetic Deflection Amplifier,M
Medium Electrochemical Capacitor Booster I,M
Pith X-Type EM Ward Field,M
Prototype Precise Quad 800mm Repeating Cannon,H
250mm Light Gallium Cannon,H
Aergia Compact Magnetometric ECM,M
Surplus Magnetometric Reserve Array,L
Standup AXL Missile Launcher I,H
Gotan's Modified Heavy Warp Scrambler,M
Standup M-Set Ammunition Manufacturing Material Efficiency I,R
125mm Gatling AutoCannon I,H
QA Immunity Module,M
Partial Power Plant Manager: Reaction Control,L
Ahremen's Modified Heavy Capacitor Booster,M
Small Capacitor Control Circuit II,R
Amplitude Signal Enhancer,L
Nanofiber Internal Structure I,L
Dark Blood Large Armor Repairer,L
'Basic' Nanofiber Internal Structure,L
Large Core Defense Field Extender I,R
Capital Anti-Thermal Screen Reinforcer II,R
Capital Particle Dispersion Augmentor II,R
Gotan's Modified 500MN Microwarpdrive,M
'Arbalest' Rapid Heavy Missile Launcher I,H
'Undertaker' Heavy Missile Launcher,H
Capital Ghoul Compact Energy Nosferatu,H
Ammatar Navy Dual Light Beam Laser,H
Upgraded Layered Plating I,L
Setele's Modified Armor EM Hardener,L
Standup L-Set Blueprint Copy Optimization II,R
Alpha Hull Mod Overdrive Injector,L
Medium Warp Core Optimizer I,R
TE-2100 Ample XL Torpedo Launcher,H
Small Unstable Power Fluctuator I,H
Reactive Armor Hardener,L
Coreli A-Type Explosive Plating,L
Data Subverter I,M
Kaikka's Modified Cloaking Device,H
Heavy Warp Disruptor II,M
Centus B-Type Large Armor Repairer,L
True Sansha EM Plating,L
Anode Light Electron Particle Cannon I,H
Naiyon's Modified Adaptive Invulnerability Field,M
Surrogate Ladar Reserve Array I,L
Mizuro's Modified EM Plating,L
Dark Blood Heavy Capacitor Booster,M
Tobias' Modified Ballistic Control System,L
280mm Howitzer Artillery I,H
Alpha Reactor Control: Capacitor Power Relay,L
Caldari Navy 125mm Railgun,H
Prototype Precise Dual 1000mm Railgun,H
400mm Rolled Tungsten Compact Plates,L
'Pandemonium' Ballistic Enhancement,L
ECCM - Ladar I,M
'Basic' Damage Control,L
'Scarab' Layered Plating I,L
Medium Anti-Explosive Pump I,R
Local Power Plant Manager: Diagnostic System I,L
Domination 1200mm Artillery,H
Medium Anti-Thermal Screen Reinforcer I,R
Medium Projectile Burst Aerator I,R
Structure Siege Targeted Link,H
Warp Core Stabilizer I,L
Dark Blood Warp Scrambler,M
Corpum C-Type Medium Energy Nosferatu,H
Small Energy Burst Aerator I,R
Capital Flex Armor Hardener I,L
QA Multiship Module - 5 Players,L
Capital Hybrid Discharge Elutriation II,R
Vizan's Modified Dual Heavy Pulse Laser,H
Small Ancillary Remote Armor Repairer,H
F85 Peripheral Damage System I,L
250mm Light Artillery Cannon II,H
Capital Ancillary Current Router II,R
Setele's Modified Armor Explosive Hardener,L
50000MN Cold-Gas Enduring Microwarpdrive,M
Mizuro's Modified Heavy Warp Scrambler,M
Republic Fleet 10MN Afterburner,M
Khanid Navy Armor Kinetic Hardener,L
Domination 250mm Artillery,H
Ammatar Navy Gatling Pulse Laser,H
Corpus X-Type Armor Explosive Hardener,L
Gallium Ample Hexa 2500mm Repeating Cannon,H
Large Dynamic Fuel Valve II,R
Fleeting Compact Stasis Webifier,M
Unit F-435454's Modified Omnidirectional Tracking Enhancer,L
Corpus X-Type Heavy Energy Nosferatu,H
ECCM - Radar I,M
Estamel's Modified Large Graviton Smartbomb,H
1Z-3 Subversive ECM Eruption,M
Medium Hydraulic Bay Thrusters I,R
'Basic' Reinforced Bulkheads,L
OLD Legion Propulsion - Wake Limiter,S
Large Engine Thermal Shielding I,R
Siege Warfare Link - Active Shielding I,H
Capital Drone Control Range Augmentor I,R
Brokara's Modified Energized EM Membrane,L
Small Targeting Systems Stabilizer I,R
Limited Energized EM Membrane I,L
Chelm's Modified Heat Sink,L
ORE Ice Mining Laser,H
Mega Beam Laser I,H
Capital I-ax Enduring Remote Armor Repairer,H
'Stoic' Core Equalizer I,L
Micro Graviton Smartbomb I,H
Quad 800mm Repeating Cannon I,H
Pith X-Type Kinetic Deflection Field,M
Capital Anti-Explosive Screen Reinforcer I,R
Shadow Serpentis Ion Siege Blaster,H
Caldari Navy Cruise Missile Launcher,H
Type-E Power Core Modification: Shield Flux,L
OLD Loki Offensive - Covert Reconfiguration,S
Structure Drone Link Augmentor,H
Co-Processor I,L
Heavy Electrochemical Capacitor Booster I,M
Prototype Iris Probe Launcher,H
Experimental Armor EM Hardener I,L
Corpii C-Type Kinetic Plating,L
Capital Energy Collision Accelerator II,R
Standup M-Set Missile Projection I,R
Small Cap Battery II,M
CONCORD Capital Remote Armor Repairer,H
Armored Warfare Link - Rapid Repair II,H
Dread Guristas Kinetic Deflection Amplifier,M
Large Signal Focusing Kit I,R
Gistum B-Type Medium Shield Booster,M
Raysere's Modified Mega Beam Laser,H
Corpum B-Type Medium Energy Neutralizer,H
Domination Rocket Launcher,H
425mm Prototype Gauss Gun,H
Standup M-Set ME Research Accelerator I,R
'Censer' Medium Cap Battery,M
Medium 'Lone Ranger' Shield Booster,M
Federation Navy Adaptive Nano Plating,L
Domination Capital Shield Booster,M
Unit D-34343's Modified Fighter Support Unit,H
Micro Brief Capacitor Overcharge I,M
Kaikka's Modified Dual 250mm Railgun,H
Guidance Disruptor I,M
Medium Energy Neutralizer I,H
Standup XL-Set EW and Emissions Co-ordinator I,R
OLD Legion Electronics - Dissolution Sequencer,S
True Sansha Stasis Webifier,M
Initiated Ion Field ECM I,M
True Sansha Explosive Plating,L
Small Plasma Smartbomb I,H
Survey Probe Launcher II,H
Ammatar Navy Medium EMP Smartbomb,H
Medium 'Gattotte' Capacitor Booster,M
Federation Navy 1600mm Steel Plates,L
Large Nanobot Accelerator I,R
Medium 'Regard' Remote Capacitor Transmitter,H
Standup L-Set EW Expert System I,R
CONCORD Armor Kinetic Hardener,L
720mm Howitzer Artillery I,H
Capital Hybrid Metastasis Adjuster I,R
Caldari Navy 150mm Railgun,H
Structure Drone Navigation Computer,M
Coreli C-Type Small Remote Armor Repairer,H
Tobias' Modified 1200mm Artillery Cannon,H
Limited Mega Neutron Blaster I,H
Large Ancillary Shield Booster,M
Shadow Serpentis 200mm Railgun,H
Dual Anode Light Particle Stream I,H
Standup L-Set Basic Capital Component Manufacturing Efficiency II,R
Ammatar Navy Small Capacitor Booster,M
'Ballista' Tachyon Beam Laser I,H
Scan Probe Launcher II,H
720mm Gallium Cannon,H
Clutch Restrained Warp Disruption Field Generator,H
True Sansha Heavy Pulse Laser,H
Centus C-Type Armor Kinetic Hardener,L
Heavy Energy Neutralizer I,H
Unit P-343554's Modified Omnidirectional Tracking Enhancer,L
Tobias' Modified 500MN Microwarpdrive,M
Gist C-Type Shield Boost Amplifier,M
 Medium Tech I Large Ship Research II,R
Medium Rocket Fuel Cache Partition I,R
Small Hyperspatial Velocity Optimizer I,R
X-Large All Components Research II,R
'Gonzo' Damage Control I,L
Alpha Reactor Control: Diagnostic System,L
800mm Heavy 'Jolt' Repeating Cannon I,H
Standup M-Set Advanced Component Manufacturing Material Efficiency II,R
Large Auxiliary Nano Pump II,R
Shadow Serpentis Small Plasma Smartbomb,H
Unit F-435454's Modified Sensor Booster,M
OLD Proteus Electronics - Dissolution Sequencer,S
Cynosural Field Generator I,H
50mm Steel Plates I,L
Photonic Upgraded Co-Processor,L
800mm Heavy 'Scout' Repeating Cannon I,H
Supplemental EM Ward Amplifier,M
Vizan's Modified Heavy Energy Nosferatu,H
Tairei's Modified Energized Adaptive Nano Membrane,L
Smugglers Mask I,M
Capital Drone Mining Augmentor I,R
Capital Core Defense Field Purger II,R
Small EMP Smartbomb I,H
OLD Proteus Engineering - Power Core Multiplier,S
Centum B-Type Energized Adaptive Nano Membrane,L
C-IR Compact Guidance Disruptor,M
Standup M-Set Advanced Small Ship Manufacturing Material Efficiency I,R
Hypnos Scoped Magnetometric ECM,M
Omni Positional ECCM Sensor System I,M
200mm 'Scout' Accelerator Cannon,H
CONCORD 25000mm Steel Plates,L
Small Hyperspatial Velocity Optimizer II,R
Dark Blood Cap Recharger,M
Ammatar Navy Reactor Control Unit,L
Thukker Power Diagnostic System,L
Capital Transverse Bulkhead II,R
Sentient Omnidirectional Tracking Link,M
Ahremen's Modified Heavy Energy Nosferatu,H
Large Peroxide Capacitor Power Cell,M
OLD Legion Defensive - Nanobot Injector,S
Small Energy Locus Coordinator I,R
Dual 180mm Carbine Repeating Cannon I,H
Kaikka's Modified Explosive Deflection Field,M
QA Multiship Module - 20 Players,L
Selynne's Modified Cap Recharger,M
Tuvan's Modified Energized Explosive Membrane,L
Centii B-Type Explosive Plating,L
Civilian Shield Booster,M
Core B-Type 500MN Microwarpdrive,M
Shadow Serpentis EM Plating,L
Dread Guristas Capital Remote Shield Booster,H
